Thành ph? Hà N?i;01;Qu?n Hoàng Mai;008;Ph??ng T??ng Mai;00313
Thành ph? Hà N?i;01;Qu?n Hoàng Mai;008;Ph??ng ??i Kim;00316
Thành ph? Hà N?i;01;Qu?n Hoàng Mai;008;Ph??ng Tân Mai;00319
Thành ph? Hà N?i;01;Qu?n Hoàng Mai;008;Ph??ng Hoàng V?n Th?;00322
Thành ph? Hà N?i;01;Qu?n Hoàng Mai;008;Ph??ng Giáp Bát;00325
Thành ph? Hà N?i;01;Qu?n Hoàng Mai;008;Ph??ng L?nh Nam;00328
Thành ph? Hà N?i;01;Qu?n Hoàng Mai;008;Ph??ng Th?nh Li?t;00331
Thành ph? Hà N?i;01;Qu?n Hoàng Mai;008;Ph??ng Tr?n Phú;00334
Thành ph? Hà N?i;01;Qu?n Hoàng Mai;008;Ph??ng Hoàng Li?t;00337
Thành ph? Hà N?i;01;Qu?n Hoàng Mai;008;Ph??ng Yên S?;00340
Thành ph? Hà N?i;01;Qu?n Thanh Xuân;009;Ph??ng Nhân Chính;00343
Thành ph? Hà N?i;01;Qu?n Thanh Xuân;009;Ph??ng Th??ng ?ình;00346
Thành ph? Hà N?i;01;Qu?n Thanh Xuân;009;Ph??ng Kh??ng Trung;00349
Thành ph? Hà N?i;01;Qu?n Thanh Xuân;009;Ph??ng Kh??ng Mai;00352
Thành ph? Hà N?i;01;Qu?n Thanh Xuân;009;Ph??ng Thanh Xuân Trung;00355
Thành ph? Hà N?i;01;Qu?n Thanh Xuân;009;Ph??ng Ph??ng Li?t;00358
Thành ph? Hà N?i;01;Qu?n Thanh Xuân;009;Ph??ng H? ?ình;00361
Thành ph? Hà N?i;01;Qu?n Thanh Xuân;009;Ph??ng Kh??ng ?ình;00364
Thành ph? Hà N?i;01;Qu?n Thanh Xuân;009;Ph??ng Thanh Xuân B?c;00367
Thành ph? Hà N?i;01;Qu?n Thanh Xuân;009;Ph??ng Thanh Xuân Nam;00370
Thành ph? Hà N?i;01;Qu?n Thanh Xuân;009;Ph??ng Kim Giang;00373
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Th? tr?n Sóc S?n;00376
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã B?c S?n;00379
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Minh Trí;00382
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã H?ng K?;00385
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Nam S?n;00388
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Trung Giã;00391
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Tân H?ng;00394
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Minh Phú;00397
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Phù Linh;00400
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã B?c Phú;00403
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Tân Minh;00406
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Quang Ti?n;00409
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Hi?n Ninh;00412
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Tân Dân;00415
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Tiên D??c;00418
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Vi?t Long;00421
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Xuân Giang;00424
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Mai ?ình;00427
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã ??c Hoà;00430
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Thanh Xuân;00433
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã ?ông Xuân;00436
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Kim L?;00439
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Phú C??ng;00442
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Phú Minh;00445
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Phù L?;00448
Thành ph? Hà N?i;01;Huy?n Sóc S?n;016;Xã Xuân Thu;00451
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Th? tr?n ?ông Anh;00454
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Xuân N?n;00457
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Thu? Lâm;00460
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã B?c H?ng;00463
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Nguyên Khê;00466
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Nam H?ng;00469
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Tiên D??ng;00472
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Vân Hà;00475
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Uy N?;00478
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Vân N?i;00481
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Liên Hà;00484
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Vi?t Hùng;00487
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Kim N?;00490
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Kim Chung;00493
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã D?c Tú;00496
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã ??i M?ch;00499
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã V?nh Ng?c;00502
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã C? Loa;00505
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã H?i B?i;00508
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Xuân Canh;00511
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Võng La;00514
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Tàm Xá;00517
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã Mai Lâm;00520
Thành ph? Hà N?i;01;Huy?n ?ông Anh;017;Xã ?ông H?i;00523
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Th? tr?n Yên Viên;00526
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã Yên Th??ng;00529
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã Yên Viên;00532
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã Ninh Hi?p;00535
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã ?ình Xuyên;00538
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã D??ng Hà;00541
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã Phù ??ng;00544
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã Trung M?u;00547
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã L? Chi;00550
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã C? Bi;00553
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã ??ng Xá;00556
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã Phú Th?;00559
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã Kim S?n;00562
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Th? tr?n Trâu Qu?;00565
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã D??ng Quang;00568
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã D??ng Xá;00571
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã ?ông D?;00574
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã ?a T?n;00577
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã Kiêu K?;00580
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã Bát Tràng;00583
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã Kim Lan;00586
Thành ph? Hà N?i;01;Huy?n Gia Lâm;018;Xã V?n ??c;00589
Thành ph? Hà N?i;01;Qu?n Nam T? Liêm;019;Ph??ng C?u Di?n;00592
Thành ph? Hà N?i;01;Qu?n Nam T? Liêm;019;Ph??ng Xuân Ph??ng;00622
Thành ph? Hà N?i;01;Qu?n Nam T? Liêm;019;Ph??ng Ph??ng Canh;00623
Thành ph? Hà N?i;01;Qu?n Nam T? Liêm;019;Ph??ng M? ?ình 1;00625
Thành ph? Hà N?i;01;Qu?n Nam T? Liêm;019;Ph??ng M? ?ình 2;00626
Thành ph? Hà N?i;01;Qu?n Nam T? Liêm;019;Ph??ng Tây M?;00628
Thành ph? Hà N?i;01;Qu?n Nam T? Liêm;019;Ph??ng M? Trì;00631
Thành ph? Hà N?i;01;Qu?n Nam T? Liêm;019;Ph??ng Phú ?ô;00632
Thành ph? Hà N?i;01;Qu?n Nam T? Liêm;019;Ph??ng ??i M?;00634
Thành ph? Hà N?i;01;Qu?n Nam T? Liêm;019;Ph??ng Trung V?n;00637
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Th? tr?n V?n ?i?n;00640
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã Tân Tri?u;00643
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã Thanh Li?t;00646
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã T? Thanh Oai;00649
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã H?u Hoà;00652
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã Tam Hi?p;00655
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã T? Hi?p;00658
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã Yên M?;00661
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã V?nh Qu?nh;00664
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã Ng? Hi?p;00667
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã Duyên Hà;00670
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã Ng?c H?i;00673
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã V?n Phúc;00676
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã ??i áng;00679
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã Liên Ninh;00682
Thành ph? Hà N?i;01;Huy?n Thanh Trì;020;Xã ?ông M?;00685
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng Th??ng Cát;00595
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng Liên M?c;00598
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng ?ông Ng?c;00601
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng ??c Th?ng;00602
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng Th?y Ph??ng;00604
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng Tây T?u;00607
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng Xuân ??nh;00610
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng Xuân T?o;00611
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng Minh Khai;00613
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng C? Nhu? 1;00616
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng C? Nhu? 2;00617
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng Phú Di?n;00619
Thành ph? Hà N?i;01;Qu?n B?c T? Liêm;021;Ph??ng Phúc Di?n;00620
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Th? tr?n Chi ?ông;08973
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã ??i Th?nh;08974
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Kim Hoa;08977
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Th?ch ?à;08980
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Ti?n Th?ng;08983
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã T? L?p;08986
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Th? tr?n Quang Minh;08989
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Thanh Lâm;08992
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Tam ??ng;08995
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Liên M?c;08998
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã V?n Yên;09001
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Chu Phan;09004
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Ti?n Th?nh;09007
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Mê Linh;09010
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã V?n Khê;09013
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Hoàng Kim;09016
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Ti?n Phong;09019
Thành ph? Hà N?i;01;Huy?n Mê Linh;250;Xã Tráng Vi?t;09022
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng Nguy?n Trãi;09538
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng M? Lao;09541
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng V?n Quán;09542
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng V?n Phúc;09544
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng Y?t Kiêu;09547
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng Quang Trung;09550
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng La Khê;09551
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng Phú La;09552
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng Phúc La;09553
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng Hà C?u;09556
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng Yên Ngh?a;09562
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng Ki?n H?ng;09565
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng Phú Lãm;09568
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng Phú L??ng;09571
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng D??ng N?i;09886
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng ??ng Mai;10117
Thành ph? Hà N?i;01;Qu?n Hà ?ông;268;Ph??ng Biên Giang;10123
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Ph??ng Lê L?i;09574
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Ph??ng Phú Th?nh;09577
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Ph??ng Ngô Quy?n;09580
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Ph??ng Quang Trung;09583
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Ph??ng S?n L?c;09586
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Ph??ng Xuân Khanh;09589
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Xã ???ng Lâm;09592
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Ph??ng Viên S?n;09595
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Xã Xuân S?n;09598
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Ph??ng Trung H?ng;09601
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Xã Thanh M?;09604
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Ph??ng Trung S?n Tr?m;09607
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Xã Kim S?n;09610
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Xã S?n ?ông;09613
Thành ph? Hà N?i;01;Th? xã S?n Tây;269;Xã C? ?ông;09616
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Th? tr?n Tây ??ng;09619
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã Phú C??ng;09625
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã C? ?ô;09628
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã T?n H?ng;09631
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã V?n Th?ng;09634
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã Châu S?n;09637
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã Phong Vân;09640
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã Phú ?ông;09643
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã Phú Ph??ng;09646
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã Phú Châu;09649
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã Thái Hòa;09652
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã ??ng Thái;09655
Thành ph? Hà N?i;01;Huy?n Ba Vì;271;Xã Phú S?n;09658
